station_name,station_id,index_nbr,latitude,longitude,obs_rems
VIESTE,264305911,16266,41 53 17N,016 09 53E,GOS
VIEWBANK (ARPNSA),264301393,95874,37 44 27S,145 05 50E,GOS
VIGNA DI VALLE,264305867,16224,42 04 49N,012 12 41E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
VIGO/PEINADOR,264308581,8045,42 14 19N,008 37 26W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
VIHTI MAASOJA,264304101,2758,60 25 08N,024 23 55E,GOS
VIITASAARI HAAPANIEMI,264304297,2915,63 04 56N,025 51 31E,"GOS, RBSN(S)"
VIJAYAWADA,264289131,43180,16 31 00N,080 37 00E,GOS
VIJAYAWADA /GANNAVARAM,264289133,43181,16 32 00N,080 48 00E,"A, GOS"
"VIKING AGCM, ALTA",264297947,71888,53 10 56N,111 43 54W,GOS
VIKULOVO,264291883,28481,56 49 00N,070 37 00E,"GOS, RBSN(S)"
VILA BELA DA S. TRINDADE,264295291,86701,15 03 46S,059 52 22W,GOS
VILA REAL,264307271,8567,41 16 27N,007 43 02W,"GOS, RBSN(S)"
VILANCULOS,264286135,67315,22 00 00S,035 19 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
VILEGODSKOE,264307773,22889,61 07 15N,047 59 38E,GOS
VILHELMINA,264308925,2245,64 34 52N,016 50 32E,GOS
VILHENA,264295201,86642,12 44 05S,060 09 28W,GOS
VILHENA (AERO),264294585,83208,12 42 00S,060 06 00W,"A, R, GOS, CLIMAT(C), RBCN, RBSN(ST)"
VILJANDI,264304005,26233,58 22 40N,025 36 01E,GOS
VILJUJSK,264291595,24641,63 47 00N,121 37 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
VILLA DE MARIA DEL RIO SECO,264293665,87244,29 54 00S,063 41 00W,"GOS, CLIMAT(C), RBCN"
VILLA DOLORES AERO,264293683,87328,31 57 00S,065 08 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
VILLA REYNOLDS AERO,264293717,87448,33 44 00S,065 23 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
VILLACH,264303059,11213,46 37 05N,013 52 26E,GOS
VILLACHER ALPE,264303057,11212,46 36 13N,013 40 24E,"GOS, CLIMAT(C), RBCN"
VILLACHER ALPE- AUTOM.,264303107,11265,46 36 13N,013 40 22E,GOS
VILLACOUBLAY,264304485,7147,48 46 12N,002 12 18E,"A, GOS"
VILLAGUAY AERO,264293697,87385,31 51 00S,059 05 00W,"A, GOS"
"VILLAHERMOSA, TAB.",264298641,76743,17 58 52N,092 55 17W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
VILLAMONTES,264293897,85345,21 15 00S,063 27 00W,"A, GOS, CLIMAT(C), RBSN(S)"
VILLARRICA,264296101,86233,25 45 00S,056 26 00W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
VILLARS-TIERCELIN,264309437,6707,46 37 18N,006 42 36E,GOS
VILLAVICENCIO/VANGUARDIA,264295903,80234,04 10 00N,073 37 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
"VILNA AGCM, ALTA",264297727,71761,54 07 48N,111 55 17W,GOS
VILNIUS (26730-0),264306217,26730,54 37 34N,025 06 25E,"AGRIMET, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
VILNIUS (26732-0),264306219,26732,54 38 11N,025 17 27E,"A, GOS"
VILSANDI,264303993,26214,58 22 58N,021 48 51E,"C, GOS"
VINDEBAEK KYST,264303921,6147,54 52 44N,012 11 03E,"C, GOS"
"VINELAND STATION RCS, ONT",264296693,71171,43 11 00N,079 24 00W,"GOS, RBSN(S)"
VINGA,264309111,2516,57 37 56N,011 36 17E,GOS
VINH,264293537,48845,18 40 00N,105 41 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
VINICA-PGC,264306277,13594,41 53 00N,022 30 00E,GOS
VINNICY,264307787,22925,60 38 00N,034 47 00E,GOS
VINNYTSIA,264310067,33562,49 14 00N,028 36 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
"VIOLET GROVE CS, ALTA",264296501,71062,53 08 37N,115 07 35W,GOS
VIOOLSDRIF,264286545,68411,28 46 10S,017 37 24E,GOS
VIPITENO,264305687,16014,46 53 02N,011 26 24E,GOS
VIQUEQUE,264302593,97394,08 52 00S,126 22 00E,"A, GOS"
VIRAC,264302447,98446,13 35 44N,124 12 43E,"C, GOS"
VIRGEN,264303097,11252,47 00 10N,012 27 21E,GOS
VIROLAHTI KOIVUNIEMI,264304213,2831,60 31 38N,027 40 22E,GOS
VIRRAT AIJANNEVA,264304059,2735,62 19 40N,023 32 32E,GOS
VIRTSU,264303981,26128,58 34 22N,023 30 49E,"C, GOS"
VIRU-VIRU,264293877,85244,17 38 00S,063 08 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(P)"
VISBY,264309179,2590,57 40 00N,018 21 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
VISBY AEROLOGISKA STATION,264309181,2591,57 39 00N,018 21 00E,"GOS, RBSN(T)"
"VISBY, SOL",264308825,2091,57 40 22N,018 20 41E,GOS
VISEU,264307265,8560,40 42 54N,007 53 45W,"GOS, RBSN(S)"
VISHAKHAPATNAM,264289111,43149,17 43 00N,083 18 00E,"A, C, GOS"
VISHAKHAPATNAM/WALTAIR,264289113,43150,17 41 00N,083 18 00E,"HU/FC, R, WN, GOS, CLIMAT(C), RBCN, RBSN(ST)"
VISINGSO,264309139,2548,58 05 43N,014 24 31E,GOS
VISP,264309475,6727,46 18 10N,007 50 35E,GOS
VITEBSK,264303407,26666,55 15 10N,030 14 57E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
VITERBO (16216-0),264305857,16216,42 26 18N,012 03 18E,"A, GOS"
VITERBO (16218-0),264305861,16218,42 26 27N,012 03 28E,GOS
VITIM,264292235,30054,59 27 00N,112 35 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
VITORIA (83648-0),264294863,83648,20 19 00S,040 20 00W,"GOS, CLIMAT(C), RBCN"
VITORIA (86830-0),264295495,86830,20 18 56S,040 19 02W,GOS
VITORIA (AERO),264294865,83649,20 16 00S,040 17 00W,"A, R, GOS, RBSN(S)"
VITORIA DA CONQUISTA (83344-0),264294643,83344,14 57 00S,040 53 00W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
VITORIA DA CONQUISTA (86697-0),264295285,86697,14 53 10S,040 48 04W,GOS
VITORIA/FORONDA,264308593,8080,42 52 19N,002 44 00W,"A, GOS"
VIWA,264301545,91670,17 09 00S,176 54 00E,"GOS, RBSN(S)"
VIZIRNYJ,264292245,30142,58 53 00N,111 15 00E,"GOS, GOS"
VJATSKIE POLJANY,264291889,28502,56 14 00N,051 02 00E,"GOS, RBSN(S)"
VJAZ'MA,264307863,26695,55 10 00N,034 24 00E,"GOS, RBSN(S)"
VJAZEMSKAJA,264292591,31786,47 33 00N,134 49 00E,GOS
VLADEASA 1800,264307355,15119,46 45 33N,022 47 39E,"M, GOS"
VLADIKAVKAZ,264308347,37228,43 02 00N,044 41 00E,"CLIMAT(C), RBCN, RBSN(S), GOS"
VLADIMIR,264307995,27532,56 07 00N,040 21 00E,"GOS, RBSN(S)"
VLADIVOSTOK,264292639,31960,43 07 00N,131 55 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
VLADIVOSTOK (SAD GOROD),264292645,31977,43 16 00N,132 03 00E,"GOS, RBSN(T)"
VLAKTE VAN RAAN,264306429,6313,51 30 13N,003 14 31E,"C, GOS"
VLIELAND,264306379,6242,53 14 24N,004 55 15E,"C, GOS"
VLISSINGEN AWS,264306423,6310,51 26 29N,003 35 45E,"C, GOS, CLIMAT(C), RBCN"
VLORE,264302773,13622,40 28 00N,019 29 00E,"A, GOS"
VOGEL,264308511,14006,46 15 49N,013 50 27E,"M, GOS"
VOHEMAR,264285817,67017,13 22 00S,050 00 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
VOHMA,264307911,27176,58 56 00N,046 46 00E,GOS
VOI,264285737,63793,03 23 53S,038 33 29E,"GOS, RBSN(S)"
VOINEASA,264307483,15319,45 24 40N,023 58 01E,GOS
VOJSKO,264308517,14009,46 01 30N,013 54 11E,GOS
VOLANO,264305801,16141,44 48 50N,012 14 57E,GOS
VOLCIHA,264292747,36022,52 01 18N,080 20 25E,"GOS, RBSN(S)"
VOLGOGRAD (34467-1),264308381,34467,48 47 00N,044 20 00E,"GOS, RBSN(T)"
VOLGOGRAD (34560-0),264308213,34560,48 47 00N,044 22 00E,"GOS, RBSN(S)"
VOLKEL,264306461,6375,51 39 30N,005 42 24E,"A, GOS, RBSN(S)"
VOLNOVAKHA,264310201,34615,47 37 00N,037 21 00E,GOS
VOLOCHANKA,264291323,20982,70 58 00N,094 30 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
VOLODYMYR-VOLYNS'KYI,264309993,33177,50 49 59N,024 20 37E,"GOS, RBSN(S), CLIMAT(C)"
VOLOGDA (27037-0),264307891,27037,59 19 06N,039 55 32E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
VOLOGDA (27038-0),264307893,27038,59 19 06N,039 55 32E,"GOS, RBSN(T)"
VOLOKOLAMSK,264307985,27502,56 01 00N,035 56 00E,GOS
VOLOSOVO,264307807,26067,59 26 00N,029 30 00E,GOS
VONEGAN,264291495,23823,61 57 19N,064 54 11E,"GOS, RBSN(S)"
VOORSCHOTEN AWS,264306369,6215,52 08 23N,004 26 11E,GOS
VORKUTA,264291383,23226,67 29 30N,063 58 18E,"RBSN(S), GOS"
VOROGOVO,264291529,23973,61 01 50N,089 36 50E,"GOS, RBSN(S)"
VORONEZ (34122-0),264308139,34122,51 39 00N,039 15 00E,"GOS, RBSN(T)"
VORONEZ (34123-0),264308141,34123,51 42 00N,039 13 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
VOROTANI CANYON,264302863,37880,39 42 09N,045 43 45E,GOS
VORU,264304011,26249,57 50 47N,027 01 10E,GOS
VOSNESEN'E,264307755,22829,61 01 00N,035 29 00E,GOS
VOSSEVANGEN,264306795,1337,60 37 30N,006 25 34E,GOS
VOSTOCHNAYA,264291611,24679,63 13 00N,139 36 00E,"GOS, RBSN(S)"
VOSTOK,264310667,89606,78 27 51S,106 51 57E,"GOS, GSN, ANTON, CLIMAT(C)"
VOTUPORANGA (83623-0),264294841,83623,20 25 00S,049 59 00W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
VOTUPORANGA (86815-0),264295471,86815,20 25 25S,049 57 55W,GOS
VOZEGA,264307793,22954,60 28 45N,040 11 17E,"GOS, RBSN(S)"
VOZNESENS'K,264310105,33777,47 34 00N,031 20 00E,"GOS, CLIMAT(C)"
VRANJE,264308459,13489,42 33 00N,021 55 00E,"GOS, RBSN(S)"
VRATZA,264303557,15505,43 12 00N,023 32 00E,GOS
VREDE,264286531,68375,27 25 22S,029 10 10E,GOS
VREDENDAL,264286647,68614,31 40 23S,018 29 46E,GOS
VRSAC,264308407,13183,45 09 00N,021 19 00E,"GOS, RBSN(S)"
VRYBURG,264286501,68338,26 57 17S,024 39 10E,GOS
VRYHEID,264286535,68387,27 46 38S,030 47 46E,GOS
VUNISEA,264301565,91693,19 03 00S,178 10 00E,"GOS, RBSN(S)"
VYBORG,264307777,22892,60 43 00N,028 44 00E,"GOS, RBSN(S)"
VYKSA,264308023,27643,55 20 00N,042 07 00E,GOS
VYSNIJ VOLOCEK,264307849,26393,57 32 00N,034 33 00E,GOS
VYTEGRA,264307759,22837,61 01 01N,036 27 34E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
WA,264285635,65404,10 03 00N,002 30 00W,"GOS, RBCN, RBSN(S)"
"WABUSH A, NFLD",264297839,71825,52 55 38N,066 52 27W,"A, GOS, RBSN(S)"
"WACO, MADISON-COOPER, TX.",264298995,72256,31 37 00N,097 13 00W,"A, GOS, CLIMAT(C), RBSN(S)"
WAD MEDANI,264286851,62751,14 24 00N,033 29 00E,"AGRIMET, GOS, CLIMAT(C), RBCN, RBSN(S)"
WADDINGTON,264310349,3377,53 10 31N,000 31 24W,"A, R, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
WADI AL-DAWASSER,264292955,41060,20 26 00N,044 41 00E,GOS
WADI AL-DAWASSER AIRPORT,264292957,41061,20 30 00N,045 15 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
WADI DHULAIL,264306065,40267,32 09 00N,036 17 00E,"AGRIMET, GOS"
WADI DILAH,264292973,41120,17 59 00N,042 29 00E,GOS
WADI EL NATROON AGRIMET,264285429,62357,30 24 09N,030 21 48E,"AGRIMET, GOS, RBSN(S)"
WADI HALFA,264286811,62600,21 49 00N,031 21 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
WADI RAYAN,264306057,40256,32 24 00N,035 35 00E,GOS
WAEDENSWIL,264309385,6673,47 13 15N,008 40 40E,"AGRIMET, GOS"
WAFRA,264290673,40592,28 33 00N,048 04 00E,"AGRIMET, GOS, CLIMAT(C)"
"WAGER BAY (AUT), NU",264296483,71049,65 52 45N,089 26 45W,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
WAGGA WAGGA AMO,264300865,94910,35 09 30S,147 27 26E,"A, R, RADAR, GOS, GSN, CLIMAT(C), RBCN, RBSN(ST), WRO"
WAGIN,264301133,95618,33 18 27S,117 20 25E,GOS
WAGLAN ISLAND,264288359,45045,22 10 56N,114 18 12E,"LH, GOS"
"WAHIAWA (WHEELER/SCHOFIELD), OAHU,  HAWAII",264302659,91170,21 29 00N,158 02 00W,GOS
"WAIALEE, OAHU,  HAWAII",264302657,91169,21 41 00N,158 02 00W,GOS
WAIBSTADT,264305139,10733,49 17 39N,008 54 19E,"GOS, CLIMAT(C)"
WAIDHOFEN AN DER YBBS,264303241,11071,47 56 44N,014 48 35E,GOS
WAIDHOFEN/YBBS,264303207,11368,47 57 28N,014 47 04E,GOS
"WAIKII, HAWAII",264302713,91283,19 52 00N,155 39 00W,GOS
"WAIKOLOA MAUKA,  HAWAII",264302715,91284,19 54 00N,155 45 00W,GOS
"WAIMANALO, OAHU",264302671,91184,21 20 00N,157 43 00W,GOS
WAINFLEET NO2,264310359,3392,53 05 18N,000 16 15E,GOS
WAINGAPU/MAU HAU,264301763,97340,09 40 11S,120 17 59E,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
"WAINWRIGHT CFB AIRFIELD 21, ALTA",264296599,71118,52 49 46N,111 05 44W,"A, GOS"
WAIOURU AERO AWS,264302123,93339,39 26 46S,175 39 28E,"A, GOS"
WAIROA AERO AWS,264302135,93397,39 00 59S,177 24 12E,"A, GOS"
WAJIMA,264289775,47600,37 23 29N,136 53 43E,"C, LH, R, WN, GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
WAJIR,264285713,63671,01 44 24N,040 05 12E,"GOS, RBSN(S)"
WAKAMATSU,264289733,47570,37 29 18N,139 54 38E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
WAKAYAMA,264289991,47777,34 13 44N,135 09 51E,GOS
WAKAYAMA/MIHAMA,264290023,47795,33 53 32N,135 07 30E,GOS
"WAKE ISLAND WQ, WAKE ISLAND AIRFIELD ARPT",264302707,91246,19 16 48N,166 38 31E,"A, GOS, CLIMAT(C), CTBTO"
WAKKANAI,264289629,47401,45 24 54N,141 40 44E,"C, R, WN, GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
WAKKANAI AIRPORT,264289683,47441,45 24 16N,141 48 08E,"A, GOS"
WAKU KUNGU (CELA),264284985,66270,11 25 00S,015 07 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
WALDMUENCHEN,264305169,10782,49 23 27N,012 41 02E,"GOS, CLIMAT(C)"
WALES,264298763,70116,65 37 00N,168 03 00W,"A, GOS"
WALGETT AIRPORT AWS,264301251,95715,30 02 14S,148 07 20E,"A, GOS, CLIMAT(C), RBCN"
WALIKALE,264285309,64170,01 25 00S,027 00 00E,GOS
WALKAMIN RESEARCH STATION,264301005,95284,17 08 05S,145 25 41E,GOS
"WALLA WALLA, WA",264299637,72788,46 02 00N,118 20 00W,GOS
"WALLOPS ISLAND, VA.",264299189,72402,37 56 00N,075 29 00W,"GOS, RBSN(T)"
WALNEY ISLAND,264310293,3214,54 07 30N,003 15 29W,GOS
WALPEUP RESEARCH,264301357,95831,35 07 12S,142 00 14E,GOS
WALVIS BAY (PELICAN POINT),264286171,68104,22 53 00S,014 26 00E,"LH, GOS, RBCN, RBSN(S)"
WALVIS BAY AIRPORT,264286167,68098,22 59 00S,014 39 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
WAMENA,264301793,97686,04 05 45S,138 57 01E,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(SP)"
WANAARING POST OFFICE,264300317,94497,29 42 10S,144 08 54E,GOS
WANAKA AERO AWS,264302199,93729,44 43 19S,169 14 38E,"A, GOS"
WANDERING,264301169,95640,32 40 20S,116 40 14E,"GOS, CLIMAT(C), RBCN"
WANDO,264290599,47170,34 23 45N,126 42 07E,"C, GOS, RBSN(S)"
WANGANUI AERO AWS,264302121,93327,39 57 40S,175 01 33E,"A, GOS"
WANGARATTA AERO,264300833,94889,36 25 14S,146 18 20E,"A, GOS"
WANYUAN,264287977,57237,32 04 00N,108 02 00E,GOS
WARBURG,264304983,10435,51 30 14N,009 06 42E,"GOS, CLIMAT(C)"
WARBURTO POINT,264300517,94666,34 00 15S,137 31 41E,GOS
WARBURTON AIRFIELD,264300293,94457,26 07 54S,126 35 02E,"A, GOS"
WARCOP RANGE,264310301,3226,54 34 21N,002 24 47W,GOS
WARDHA,264288983,42939,20 40 00N,078 35 00E,GOS
WAREN (MUERITZ),264304899,10268,53 31 11N,012 39 55E,"GOS, CLIMAT(C)"
WARFIELD RCS,264297109,71401,49 06 42N,117 44 20W,"GOS, RBCN, RBSN(S)"
WARMBAD TOWOOMBA,264286469,68268,24 53 57S,028 19 26E,GOS
WARMUN,264300027,94213,17 00 56S,128 13 03E,GOS
WAROOKA,264300513,94663,34 59 26S,137 23 58E,GOS
WARRA,264301451,95962,43 03 39S,146 42 14E,GOS
WARRACKNABEAL MUSEUM,264300763,94841,36 15 41S,142 24 18E,GOS
WARRI,264286287,65236,05 31 00N,005 44 00E,GOS
WARRNAMBOOL AIRPORT NDB,264300755,94837,38 17 12S,142 27 08E,"A, GOS"
"WARROAD, MN",264299591,72756,48 56 00N,095 21 00W,"A, GOS"
WARRUWI,264299977,94139,11 39 01S,133 22 47E,GOS
WARSZAWA BIELANY,264307119,12372,52 16 53N,020 57 48E,GOS
WARSZAWA-OKECIE,264307123,12375,52 09 46N,020 57 40E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
WARTH,264303139,11308,47 15 21N,010 11 10E,GOS
WARWICK,264300359,94555,28 12 22S,152 06 01E,"A, GOS"
WASA EP5,264310523,89016,73 06 00S,013 09 00W,"GOS, CLIMAT(C)"
"WASAGAMING, MAN",264297189,71444,50 39 18N,099 56 31W,GOS
"WASECA RCS, SASK",264297567,71663,53 07 53N,109 24 18W,GOS
WASHIM,264288979,42935,20 07 00N,077 08 00E,GOS
WASHINGTON ISLAND,264302733,91484,04 42 00N,160 23 00W,GOS
"WASHINGTON/DULLES INT., VA.",264299191,72403,38 57 00N,077 27 00W,"A, GOS, RBSN(S)"
"WASHINGTON/NAT., VA.",264299195,72405,38 51 00N,077 02 00W,"A, GOS, GSN, CLIMAT(C), RBCN"
"WASKESIU LAKE, SASK",264297209,71454,53 55 00N,106 04 00W,GOS
WASSERKUPPE,264305057,10544,50 29 50N,009 56 34E,"M, CLIMAT(C), RBCN, GOS"
WATARRKA,264300145,94323,24 17 29S,131 32 56E,GOS
"WATERLOO/MUN., IA.",264299407,72548,42 33 00N,092 24 00W,"A, GOS"
"WATERTON PARK GATE, ALTA",264296661,71154,49 07 52N,113 48 31W,GOS
"WATROUS EAST, SASK",264297319,71511,51 40 00N,105 24 00W,"GOS, RBSN(S)"
WATSA,264285285,64074,03 04 00N,029 30 00E,GOS
"WATSON LAKE (AUT), YT",264296741,71199,60 07 04N,128 49 19W,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
WATTAMOLLA AWS,264301291,95752,34 08 27S,151 07 07E,GOS
WATTISHAM,264310397,3590,52 07 26N,000 57 27E,"A, R, GOS, CLIMAT(C), RBCN, RBSN(S)"
WAU,264286779,62880,07 42 00N,028 01 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
WAVE HILL,264300039,94229,17 23 14S,131 07 00E,GOS
"WAWA A, ONT",264297693,71738,47 58 00N,084 47 00W,"A, GOS, RBSN(S)"
"WAYCROSS/WARE CO., GA",264298921,72213,31 15 00N,082 24 00W,GOS
"WEATHER FORECAST OFFICE, GUAM, MARIANA IS.",264302691,91212,13 28 36N,144 47 40E,"A, R, WT, GOS, GSN, GUAN, CLIMAT(C), RBCN, RBSN(ST)"
"WEATHER SERVICE OFFICE, CHUUK, ECI",264301981,91334,07 27 14N,151 50 33E,"A, R, WT, GOS, GSN, GUAN, CLIMAT(C), RBCN, RBSN(ST)"
"WEATHER SERVICE OFFICE, KOROR, PALAU WCI.",264302283,91408,07 20 23N,134 29 19E,"R, WT, GOS, GSN, GUAN, CLIMAT(C), RBCN, RBSN(ST)"
"WEATHER SERVICE OFFICE, POHNPEI, CAROLINE IS.",264301989,91348,06 57 43N,158 12 24E,"R, WT, GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
"WEATHER SERVICE OFFICE, YAP, CAROLINE IS.",264302003,91413,09 29 50N,138 04 54E,"R, WT, GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
WEDDELL ISLAND,264296033,88883,51 54 00S,060 55 00W,"GOS, ANTON, CLIMAT(C)"
WEDZA,264287193,67899,18 37 00S,031 34 00E,GOS
WEICHANG,264287745,54311,41 56 00N,117 45 00E,GOS
WEIDEN,264305125,10688,49 39 59N,012 11 04E,"GOS, CLIMAT(C)"
WEIFANG,264287811,54843,36 46 00N,119 11 00E,"GOS, RBSN(S)"
WEIHENSTEPHAN-DURNAST,264305207,10863,48 24 09N,011 41 40E,"GOS, CLIMAT(C)"
WEINBIET,264305133,10724,49 22 33N,008 07 17E,"GOS, CLIMAT(C)"
WEINING,264287917,56691,26 52 00N,104 17 00E,"GOS, RBSN(ST)"
WEIPA AERO,264299993,94170,12 40 40S,141 55 15E,"A, C, R, RADAR, WN, WR, GOS, GSN, CLIMAT(C), RBCN, RBSN(ST), WRO"
WEISSENBURG-EMETZHEIM,264305155,10761,49 00 42N,010 55 51E,"GOS, CLIMAT(C)"
WEISSENSEE/GATSCHACH,264303105,11263,46 43 07N,013 17 09E,GOS
WEISSFLUHGIPFEL,264309535,6776,46 50 06N,009 47 40E,"RADAR, WR, GOS, WRO"
WEISSFLUHJOCH,264309543,6780,46 50 00N,009 48 23E,"M, GOS"
WEITENSFELD,264303069,11225,46 50 57N,014 11 27E,GOS
WEITRA,264302905,11025,48 42 08N,014 53 55E,GOS
"WELCOME ISLAND (AUT), ONT",264297715,71751,48 22 09N,089 07 10W,GOS
WELKOM,264286509,68345,27 59 41S,026 39 58E,"A, GOS"
"WELLAND-PELHAM, ONT",264297717,71752,42 58 00N,079 20 00W,GOS
WELLINGTON (AGROWPLOW),264300601,94723,32 33 49S,148 57 01E,GOS
WELLINGTON AERO AWS,264302159,93439,41 19 52S,174 48 20E,"A, GOS, CLIMAT(C), RBCN"
WELLINGTON AIRPORT,264302155,93436,41 19 52S,174 48 20E,"A, GOS"
WELS/SCHLEISSHEIM,264302935,11059,48 09 46N,014 04 17E,GOS
WENCHI,264285643,65432,07 45 00N,002 06 00W,"GOS, RBCN, RBSN(S)"
"WENDOVER/AF. AUX. FIELD, UT.",264299451,72581,40 44 00N,114 02 00W,"A, GOS"
WENJIANG (56187-0),264287881,56187,30 45 00N,103 52 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
WENJIANG (56187-1),264288311,56187,30 45 00N,103 52 00E,"GOS, RBSN(T)"
WEPENER,264286611,68549,29 54 00S,026 52 01E,GOS
WERDA,264285081,68320,25 16 00S,023 15 00E,"A, GOS, RBSN(S)"
WERL,264304975,10424,51 34 35N,007 53 16E,"GOS, CLIMAT(C)"
WERNIGERODE,264305001,10454,51 50 44N,010 46 07E,"GOS, CLIMAT(C)"
"WEST DOVER, VT.",264299717,74484,42 56 00N,072 52 00W,GOS
"WEST END, GRAND BAHAMA",264296327,78061,26 42 00N,078 58 00W,GOS
WEST FREUGH,264310265,3132,54 51 33N,004 56 07W,GOS
WEST NICHOLSON,264287207,67969,21 03 00S,029 22 00E,"GOS, RBSN(S)"
WEST PALM BEACH/ INT. FL.,264298903,72203,26 41 00N,080 06 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
"WEST PLAINS, MO",264299125,72348,36 44 00N,091 51 00W,GOS
WEST ROEBUCK,264300997,95204,17 53 47S,122 18 44E,GOS
"WEST VANCOUVER AUT, BC",264297767,71784,49 20 49N,123 11 35W,GOS
WEST WYALONG AIRPORT AWS,264301247,95709,33 56 18S,147 11 46E,"A, GOS"
WESTDORPE AWS,264306435,6319,51 13 29N,003 51 40E,GOS
"WESTERN HEAD, NS",264297129,71411,43 59 24N,064 39 51W,"GOS, RBSN(S)"
"WESTERN ISLAND (AUT), ONT",264297177,71438,45 02 00N,080 22 00W,GOS
WESTMERE,264301373,95840,37 42 24S,142 56 16E,GOS
WESTPORT AERO AWS,264302171,93515,41 44 26S,171 34 47E,"A, GOS"
"WETASKIWIN AGCM, ALTA",264297957,71895,52 58 49N,113 26 39W,GOS
WEWAK W.O.,264302291,92004,03 35 00S,143 40 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
WEYBOURNE,264310375,3488,52 56 58N,001 07 21E,GOS
"WEYBURN, SASK",264297205,71452,49 42 00N,103 48 00W,GOS
"WFO PHOENIX, AZ.",264299791,74626,33 27 00N,111 57 00W,GOS
WHAKATANE AERO AWS,264302093,93191,37 55 29S,176 55 06E,"A, GOS"
WHANGAPARAOA AWS,264302071,93103,36 36 09S,174 50 04E,GOS
WHANGAREI AERO AWS,264302063,93057,35 46 01S,174 21 55E,"A, GOS"
WHENUAPAI,264302075,93112,36 47 34S,174 37 17E,"A, R, WN, GOS, RBSN(T)"
WHENUAPAI AERO AWS,264302069,93098,36 47 13S,174 37 49E,"A, GOS"
"WHISTLER - NESTERS, BC",264297607,71687,50 07 44N,122 57 17W,GOS
WHITE CLIFFS AWS,264301235,95699,30 51 06S,143 04 27E,"A, GOS"
WHITE GRASS AIRPORT,264302757,91565,19 27 00S,169 13 00E,"A, GOS, CLIMAT(C), RBSN(S)"
WHITE ISLAND AWS,264302081,93130,37 30 59S,177 10 38E,GOS
"WHITE LAKE, MI.",264299493,72632,42 41 56N,083 28 17W,"R, WT, GOS, RBSN(T)"
"WHITE ROCK CAMPBELL SCIENTIFIC, BC",264297769,71785,49 01 05N,122 47 02W,GOS
"WHITE SANDS MISSILE RANGE SITE NO.32, NM",264299797,74631,33 10 00N,106 29 00W,GOS
WHITE SANDS MISSILE RANGE SITE NO.39,264299837,74734,32 38 00N,106 24 00W,GOS
"WHITE SANDS, NM. (72269-0)",264299021,72269,32 23 00N,106 29 00W,GOS
"WHITE SANDS, NM. (74629-0)",264299793,74629,32 24 00N,106 20 00W,GOS
"WHITECOURT A, ALTA",264298017,71930,54 08 38N,115 47 12W,"A, GOS"
"WHITECOURT, ALTA",264296847,71256,54 08 23N,115 47 02W,"GOS, RBSN(S)"
